Interval End,Yarrawonga Offtake Pump station,Yarrawonga Wastewater Winter Storage - Irrigation,Non Potable Offtake Water Pump Station (purple pipe),Wangaratta Kerr St Tanks,Wangaratta Wastewater Purification Plant,Myrtleford Buffalo Creek Sewer Pump Station,Baranduda Low Level Water Pump Station,Wodonga (Baranduda) Wastewater Purification Plant,Mount Beauty Wastewater Purification Plant,Bright Wastewater Purification Plant,Wangaratta - Phillipson St Storage  Clear Water Pump Station,Myrtleford Water Treatment Plant & Reservoir,Corryong Water Treatment Plant - Water Storage 3,Wodonga Head Office,Bright Water Treatment Plant & Off stream storage,Wodonga Raw Water Pump Station,Wangaratta Offtake / Treatment Plant / Distribution Pumping,Benalla Wastewater Purification Plant / Farm,Wangaratta Wastewater Purification Plant,Wangaratta Swan St Sewer Pump Station,Wangaratta Trade Waste Treatment Plant,Wahgunyah Wastewater Purification Plant,Wodonga Pump Station 01,Wahgunyah Water Treatment Plant,Wodonga High Level Water Pump Station,Corryong Offtake Sewer Pump Station (Nariel Creek),Wodonga Water Treatment Plant,Benalla Water Treatment Plant,Myrtleford Wastewater Purification Plant - Area 2 (Depot),Yarrawonga Water Treatment Plant,Wodonga West Wod Wastewater Purification Plant
Thu 28 Nov 2019 18:30,23.1,0.168,2.439,1.055,49.408,0.014,0.143,13.039,8.384,17.1,17.24,2.976,15.952,18.88,56.16,0.62,100.84,22.624,41.44,15.296,7.991,19.04,26.428,88.011,0.792,7.21,85.5,26.688,16.32,90.176,339.5
Thu 28 Nov 2019 19:00,23.084,0.16,2.312,1.28,48.64,0.014,0.175,6.896,10.687,16.9,18.007,11.327,15.935,16.736,56.992,0.64,103.984,20.688,40.768,13.984,7.856,19,28.176,86.997,0.784,7.22,86.22,7.196,16.416,96.968,333.6
Thu 28 Nov 2019 19:30,23.166,0.168,2.184,1.087,48.735,0.014,0.143,6.944,11.552,17,16.503,18.272,15.92,12.479,58.944,0.64,102.616,21.471,40.832,6.991,7.831,19,30.832,76.382,0.784,7.22,85.76,20.436,9.792,89.928,332.1
Thu 28 Nov 2019 20:00,23.174,0.19,2.216,11.616,48.64,0.014,0.16,6.983,8.384,16.9,13.647,18.528,22.383,11.68,59.999,0.66,70.016,21.696,40.32,12.214,8,18.952,29.556,2.174,0.792,7.21,82.24,31.452,9.152,69.336,332.4
Thu 28 Nov 2019 20:30,23.164,0.199,2.352,11.68,48.672,0.014,0.175,6.952,13.311,17,10.015,19.68,27.824,11.616,51.488,124.54,53.488,22.079,39.712,12.232,7.919,18.968,32.776,2.121,0.8,7.2,90.96,32.04,9.088,60.896,323.5
Thu 28 Nov 2019 21:00,23.186,0.19,2.048,11.904,48.544,0.014,0.143,6.96,6.751,16.6,7.998,19.04,19.16,11.584,27.808,173.6,25.728,22.752,40.671,0.247,7.912,18.968,29.708,2.525,0.8,7.2,74.12,32.012,9.088,57.008,329.2
Thu 28 Nov 2019 21:30,23.162,0.608,1.391,11.616,48.672,0.014,0.11,13.479,12.735,16.9,6.031,19.008,16.919,9.888,26.976,173.26,28.544,22.72,40.352,14.312,7.896,19.008,27.08,2.119,0.8,7.2,11.82,32.164,9.152,43.76,330.8
Thu 28 Nov 2019 22:00,8.116,0.471,0.984,4.671,48.544,0.014,0.126,12.2,9.184,16.1,4.744,18.912,17.296,10.176,22.336,173.66,27.088,22.776,40.768,1.175,10.927,18.992,27.392,2.099,0.8,7.18,7.66,32.468,9.12,39.216,326.9
Thu 28 Nov 2019 22:30,0.022,0.222,1.104,1.248,48.735,0.014,0.11,11.272,9.855,15.6,3.447,16.159,20.056,10.431,6.976,336.76,28.744,22.775,40.736,11.728,17.623,18.952,25.38,2.967,0.808,7.16,7.66,32.504,16.959,11.056,329.1
Thu 28 Nov 2019 23:00,0.02,0.687,1.823,1.28,48.703,0.014,0.126,12,9.28,15.6,3.848,18.112,28.328,10.495,6.752,446.18,60.968,22.808,40.736,0.247,18.048,18.88,24.952,2.423,0.8,7.15,7.58,32.896,17.984,22.92,321.1
Thu 28 Nov 2019 23:30,0.022,1.207,2.168,1.216,48.48,17.68,27.792,13.032,8.672,17.3,3.727,20.288,27.455,10.208,6.623,446.5,58.952,22.799,41.312,11.6,17.192,18.944,24.94,2.074,95.504,7.14,9.2,33.172,18.016,12.152,317
Fri 29 Nov 2019 00:00,0.02,3.152,1.344,1.248,48.8,17.716,38.463,13.088,11.168,16.9,3.776,19.744,28.584,10.176,6.848,445.9,62.424,22.856,41.728,0.247,17.128,18.944,23.072,1.793,145.008,7.15,7.52,33.676,18.048,11.064,313.4
Fri 29 Nov 2019 00:30,0.022,0.19,2.192,1.312,48.544,17.592,38.398,11.712,8.032,8.3,4.056,20.03,18.48,10.4,6.944,446.18,35.496,22.68,41.408,0.247,17.32,18.984,20.224,2.014,145.224,7.15,7.66,22.264,9.952,23.32,310.3
Fri 29 Nov 2019 01:00,0.02,0.478,2.312,1.248,48.672,17.453,38.32,11.384,9.376,8.2,4.215,19.872,17.224,10.944,6.816,445.7,23.712,22.879,41.183,0.247,17.2,18.968,16.444,1.828,144.992,7.14,7.36,4.476,9.088,10.736,307.8
Fri 29 Nov 2019 01:30,0.022,0.871,2.312,1.28,48.48,17.389,37.968,12.936,7.903,7.8,3.823,19.967,8.376,10.368,6.367,445.52,24.336,22.776,41.376,12.983,17.064,18.935,14.548,2.419,144.624,7.13,7.2,4.548,9.088,22.888,306.3
Fri 29 Nov 2019 02:00,0.022,0.76,2.328,1.312,48.704,17.351,37.952,11.168,11.872,7.9,3.535,19.264,4.952,10.687,6.688,410.02,23.152,22.84,40.928,0.247,17.152,18.919,13.572,1.835,145.008,7.11,9.22,4.484,9.024,10.64,308.2
Fri 29 Nov 2019 02:30,0.02,2.68,2.32,1.28,48.64,17.835,37.839,10.064,7.328,7.9,3.535,19.808,14.088,10.528,6.88,301.42,23.528,22.896,41.184,0.254,17.184,18.936,13.504,2.755,145.272,7.11,7.36,4.488,16.607,10.744,302.3
Fri 29 Nov 2019 03:00,0.022,1.696,2.288,1.248,48.608,17.896,37.712,11.575,11.424,7.8,3.72,19.84,15.919,10.112,6.719,301.38,22.24,22.888,40.735,0.247,17.184,18.912,12.784,2.476,145.208,7.11,8.08,4.524,17.44,22.824,299.1
Fri 29 Nov 2019 03:30,0.02,1.224,2.264,1.344,48.512,17.884,37.584,11.184,6.08,7.9,3.816,9.502,16.176,10.336,6.623,217.78,49.856,22.856,41.344,0.247,17.12,18.928,11.352,1.965,144.704,7.1,7.22,4.392,17.44,10.816,290
Fri 29 Nov 2019 04:00,0.022,1.512,2.336,1.28,48.352,17.878,37.439,9.743,12.927,7.8,3.576,6.207,13.415,10.527,6.848,173.28,56.376,22.768,42.176,0.254,17.208,18.895,12.408,1.822,142.408,7.09,7.22,4.492,17.504,23.16,286.3
Fri 29 Nov 2019 04:30,0.022,1.304,2.168,1.344,48.512,17.884,37.392,9.712,6.24,8,4.648,5.92,4.983,10.239,7.006,6.18,53.608,22.576,40.8,4.456,17.224,18.903,10.292,2.01,101.648,7.07,8.94,4.472,16.48,11.6,277.8
Fri 29 Nov 2019 05:00,0.02,1.504,2.232,1.152,48.288,17.867,37.136,9.544,10.143,7.8,6.703,5.984,4.864,11.2,6.784,0.66,25.096,22.576,40.928,6.311,11.047,18.919,10.592,1.756,57.232,7.04,7.14,4.36,16.288,25,295.1
Fri 29 Nov 2019 05:30,0.364,0.712,2.232,1.216,48.448,17.886,37.168,9.607,11.199,7.8,8.127,5.791,5.374,10.655,6.528,0.64,28.496,22.576,41.056,0.247,7.352,18.944,10.688,2.315,52.976,7.02,7.06,4.768,16.32,30.208,299.6
Fri 29 Nov 2019 06:00,4.292,1.512,2.216,1.055,48.32,17.919,37.504,6.983,8.704,7.9,8.464,5.023,15.968,30.43,13.022,0.66,35.136,22.575,41.023,2.016,7.312,18.976,12.108,40.919,52.88,7.03,64.42,4.368,16.416,24.808,295.9
Fri 29 Nov 2019 06:30,0.02,4.16,2.232,1.088,48.512,17.954,37.568,6.952,12.16,8,10.535,4.288,16.112,29.503,49.599,83.52,66.808,22.528,40.959,10.248,7.374,18.92,11.916,79.704,52.72,7.04,82.26,4.408,9.76,38.12,298.8
Fri 29 Nov 2019 07:00,0.022,4.128,2.224,1.088,48.448,17.891,37.392,6.88,6.015,8.1,12.088,4.288,15.767,27.039,50.336,173.14,93.6,22.584,41.28,3.495,7.367,18.856,14.376,3.993,52.592,7.01,80.72,4.38,9.056,33.936,296.6
Fri 29 Nov 2019 07:30,0.72,4.16,2.248,9.152,37.728,0.183,12.894,6.984,11.296,7.8,10.48,4.32,15.888,27.423,55.904,59.02,130.472,22.591,40.864,13.839,7.575,18.904,20.22,2.937,17.304,7.02,82.48,11.188,9.12,34.464,303.2
Fri 29 Nov 2019 08:00,23.372,4.144,2.248,11.455,33.536,0.014,0.175,7.04,7.296,7.9,9.168,5.151,10.824,27.264,58.624,0.66,115.448,22.616,39.968,22.144,8.6,18.91,24.992,2.715,0.792,7.01,81.46,31.948,9.056,75.912,312.5
Fri 29 Nov 2019 08:30,23.336,12.056,2.24,11.519,33.664,0.014,0.191,7.072,10.08,7.8,9.392,4.288,17.064,26.528,58.944,0.66,109.056,22.48,39.936,15.808,7.44,18.903,27.472,2.525,0.8,7.02,82.4,32.04,9.056,85.32,320.1
Fri 29 Nov 2019 09:00,23.32,37.152,2.352,6.911,33.632,0.014,0.175,7.015,7.648,7.9,8.136,4.352,17.112,25.919,58.912,0.64,123.264,22.422,39.68,12.488,7.479,18.935,27.032,51.286,0.792,7.02,80.84,21.208,9.12,62.576,324.8
Fri 29 Nov 2019 09:30,23.314,37.312,2.36,1.184,33.664,0.014,0.175,10.919,11.584,7.9,6.192,4.64,17.087,25.183,59.999,0.62,124.496,22.256,39.744,10.559,7.575,18.928,29.344,88.183,0.784,7.04,81.16,28.724,9.088,62.688,332.1
Fri 29 Nov 2019 10:00,23.308,37.775,2.184,1.248,33.695,0.014,0.191,7.006,9.632,7.9,5.784,4.352,23.032,28.704,59.616,0.64,120.008,21.992,40.48,9.56,7.608,18.912,27.808,85.071,0.784,7.03,82.06,32.42,9.024,67.616,338.3
Fri 29 Nov 2019 10:30,23.282,38,2.216,1.216,33.632,0.014,29.055,7.015,9.022,7.9,5.991,3.392,28.422,29.887,60.574,192.12,130.24,21.759,40.896,14.976,7.671,18.888,28.616,86.441,36.784,7.03,81.1,24.38,17.055,53.552,347.2
Fri 29 Nov 2019 11:00,23.3,38.16,2.352,1.248,33.759,0.014,42.208,7.031,9.248,7.9,6.214,5.664,28.352,33.119,36.575,301.46,126.656,21.831,40.704,9.656,7.831,18.864,27.88,86.057,53.592,7.02,81.74,22.192,17.919,55.768,351.9
Fri 29 Nov 2019 11:30,23.282,38.168,2.312,1.248,33.759,0.014,42.016,7.072,9.056,7.9,6.135,19.168,22.319,35.072,30.432,301.04,103.064,21.88,40.672,8.463,7.952,18.896,26.832,90.313,53.632,7.01,81.02,30.512,17.919,64.688,352.6
Fri 29 Nov 2019 12:00,23.308,38.144,2.328,1.28,33.791,0.014,41.888,7.056,11.775,8.8,5.855,19.136,17.632,32.544,24.896,301.1,100.912,21.512,40.896,8.624,8.096,18.944,29.512,93.169,53.704,7,81.72,33.008,17.695,60.096,354.9
Fri 29 Nov 2019 12:30,23.272,37.696,2.359,1.248,33.888,0.014,12.591,10.936,7.135,10.9,5.456,18.24,16.768,29.887,22.943,300.5,109.304,21.464,41.023,12.91,8.208,18.984,25.548,90.7,53.664,6.99,83.7,33.172,9.952,59.024,351.9
Fri 29 Nov 2019 13:00,23.234,36.912,2.28,1.28,33.824,0.014,0.175,7.031,11.391,14.8,5.463,18.944,17.592,36.8,28.639,299.6,106.96,22.144,40.832,4.552,8.216,18.96,28.312,93.304,53.536,6.97,81.46,33.272,8.992,51.896,349.6
Fri 29 Nov 2019 13:30,23.262,37.096,2.288,1.248,34.048,0.014,0.143,7.048,6.655,14.8,5.256,19.104,7.007,37.12,18.559,300.12,126.632,21.752,41.344,13.2,8.256,18.968,22.436,90.339,53.544,6.97,81,33.844,9.088,63.024,347.3
Fri 29 Nov 2019 14:00,23.276,37.272,2.312,1.248,39.519,0.014,0.143,7.048,12.672,14.8,7.079,17.952,7.199,35.136,9.92,300.4,116.696,21.23,41.28,10.631,8.336,18.904,21.072,92.441,53.592,6.96,81.5,23.544,9.088,82.632,348.1
Fri 29 Nov 2019 14:30,23.244,4.192,2.352,11.296,50.176,0.014,0.175,7.022,7.199,24.5,6.103,10.368,16.328,36.127,9.727,299.82,86.888,21.207,40.736,3.543,8.472,18.912,23.864,92.137,53.44,6.93,81.16,25.216,16.64,62.072,345.3
Fri 29 Nov 2019 15:00,23.278,4.2,2.36,11.808,48.384,0.014,0.143,7.039,10.88,24.6,7.832,4.8,16.08,35.84,9.727,300.16,78.68,21.247,41.183,12.176,8.432,18.944,27.764,86.972,53.504,6.92,80.82,31.144,17.536,59.848,342.3
Fri 29 Nov 2019 15:30,23.274,4.376,2.391,8.224,48.544,0.014,20.543,7.04,9.056,24.6,6.551,12.864,10.816,38.175,10.014,103.42,75.928,21.144,41.088,15.48,8.344,18.96,24.708,65.967,53.344,6.9,81.58,31.352,17.536,58.608,339.4
Fri 29 Nov 2019 16:00,16.412,4.36,2.376,1.248,48.576,0.014,38.16,6.999,11.231,25,6.728,8.608,4.976,37.184,9.887,0.64,78.008,21.04,40.799,1.047,8.264,18.992,24.968,47.827,53.456,6.9,81.14,31.332,17.472,52,338.1
Fri 29 Nov 2019 16:30,0.02,4.168,2.4,1.216,48.384,0.014,12.863,6.983,8.608,24.5,8.464,19.295,4.944,36.768,28.16,0.66,57.624,20.968,40.831,13.544,8.24,18.968,26.076,88.877,18.496,6.87,81.62,31.588,16.448,35.76,333.4
Fri 29 Nov 2019 17:00,0.022,4.152,2.359,1.248,48.607,0.014,0.175,7.04,7.648,25.3,11.08,18.368,4.99,25.919,55.04,0.7,35.128,21.064,41.087,12.832,8.231,18.936,22.228,86.339,0.792,6.9,81.48,31.484,16.352,39.12,337.5
Fri 29 Nov 2019 17:30,0.02,4.136,2.36,1.216,48.384,0.014,0.143,10.887,10.655,24,10.943,19.008,5.032,10.592,55.36,0.64,39.424,21.112,41.214,0.247,8.224,19,23.204,85.212,0.784,6.9,81.22,31.836,16.384,38.776,348.6
Fri 29 Nov 2019 18:00,0.44,2.775,2.384,1.152,48.64,0.014,0.127,6.983,8.159,24,11.192,19.263,13.168,11.007,56.287,0.64,66.936,21,41.472,16.24,7.983,19.032,26.84,88.207,0.792,6.9,54.5,31.696,16.384,40.808,354.6
Fri 29 Nov 2019 18:30,5.214,0.168,2.384,1.12,48.448,0.014,0.11,7.056,10.272,24.4,9.944,19.008,18.854,9.951,56.863,0.64,65.64,21.047,41.76,14.416,8.2,19.096,24.264,86.463,0.8,6.88,8.4,31.848,16.384,46.24,342.2
Fri 29 Nov 2019 19:00,23.292,0.16,2.368,1.088,48.64,0.014,0.094,6.967,6.016,24.4,9.631,19.264,27.808,10.912,56.224,0.66,64.376,21.232,41.504,0.247,8.488,19.135,25.212,31.256,0.8,6.85,7.42,31.924,16.384,80.296,330
Fri 29 Nov 2019 19:30,23.304,0.168,2.368,1.12,48.735,0.014,0.11,6.968,10.432,24.1,9.632,19.648,24.832,11.264,56.288,0.64,49.832,22.8,41.472,13.576,8.152,19.047,28.188,2.73,0.8,6.83,8.04,32.42,9.887,86.12,327.7
Fri 29 Nov 2019 20:00,23.24,0.19,2.4,1.28,48.544,0.014,0.094,6.976,7.488,24.1,9.536,18.592,16.896,12.608,57.248,0.64,25.688,22.792,40.96,5.423,8.032,19,27.788,3.162,0.8,6.82,7.6,32.272,9.184,66.872,324
Fri 29 Nov 2019 20:30,23.25,41.344,2.079,1.28,48.767,0.014,0.11,6.968,10.848,24.4,9.031,16.608,16.968,12,56.736,0.66,22.176,22.936,41.44,7.431,8.014,19.088,26.912,2.678,0.792,6.85,8.54,32.46,9.152,55.224,316.6
Fri 29 Nov 2019 21:00,23.254,39.992,1.911,1.28,48.544,0.014,0.11,6.936,8.096,23.8,6.728,18.272,16.951,11.743,38.72,0.66,19.624,22.92,40.926,5.544,7.951,18.968,21.996,2.733,0.8,6.84,8.4,32.724,9.184,55.424,322.3
Fri 29 Nov 2019 21:30,23.278,39.808,2.232,1.376,48.8,0.014,0.127,13.759,7.679,24.3,6.176,16.64,25.231,11.104,28.864,0.64,26.784,22.968,41.024,8.95,7.879,18.976,24.316,2.336,0.8,6.84,8.5,32.8,9.184,60.68,322.3
Fri 29 Nov 2019 22:00,23.27,39.296,2.24,1.216,48.576,0.014,0.11,12.471,10.144,23.3,5.847,6.016,27.424,10.528,29.792,0.66,41.304,22.904,42.176,10.584,10.919,19,18.892,2.019,0.808,6.84,7.68,23.42,9.152,47.808,328.8
Fri 29 Nov 2019 22:30,23.262,39.616,2.224,1.216,48.703,0.014,0.11,10.736,5.6,23,5.576,5.983,28.76,9.888,12.159,269.22,62.608,22.784,41.856,0.904,17.16,19.008,23.12,2.211,0.8,6.85,7.64,4.064,16.864,60.024,320.2
Fri 29 Nov 2019 23:00,5.022,39.392,2.232,1.343,48.671,0.014,0.094,11.64,9.439,23.1,5.648,5.984,24.152,10.368,6.72,445.8,58.64,22.816,41.568,8.214,17.216,18.992,17.696,1.977,0.808,6.82,8.08,4.044,17.76,28.992,316.4
Fri 29 Nov 2019 23:30,0.022,39.176,2.28,1.28,48.512,17.79,29.184,13.744,4.864,24.8,5.416,6.08,17.368,10.944,6.654,446.86,88.456,22.888,42.303,2.192,17.288,19.04,15.576,2.934,95.992,6.82,8.8,3.98,17.919,26.688,312.6
Sat 30 Nov 2019 00:00,0.02,39.448,2.136,1.28,48.672,17.823,42.384,14.152,11.232,24.8,5.16,5.823,16.816,10.464,7.167,445.88,82,21.791,41.44,9.896,17.176,18.968,22.088,2.451,145.384,6.82,7.46,4.1,18.048,10.576,337.7
Sat 30 Nov 2019 00:30,0.022,39.023,2.288,1.216,48.512,17.706,42.383,12.23,5.344,24.9,5.247,6.208,20.936,11.071,6.592,445.42,67.552,21.648,41.824,0.247,17.136,18.984,19.392,2.587,145.048,6.82,7.34,4.104,10.048,11.008,331.6
Sat 30 Nov 2019 01:00,0.022,39.152,2.296,1.248,48.64,17.602,42.016,10.687,10.336,24.4,5.064,6.207,15.839,11.199,6.496,445.56,66.896,21.639,41.6,0.247,17.112,18.936,16.272,1.889,144.672,6.82,7.26,4.112,9.184,22.8,329.9
Sat 30 Nov 2019 01:30,0.02,39.592,2.296,7.743,48.48,17.557,41.904,12.031,7.36,15.2,3.92,5.984,13.704,11.168,6.624,366.48,64.84,22.455,42.048,12.584,17.176,18.992,14.584,2.169,144.576,6.82,7.28,4.472,9.184,10.552,328.8
Sat 30 Nov 2019 02:00,0.022,38.72,2.28,11.808,48.703,17.532,41.776,13.712,11.392,14.8,3.728,6.015,5.024,11.072,7.103,301.84,31.824,22.856,41.919,0.247,17.192,19.024,14.476,1.928,144.568,6.83,9.02,4.116,9.12,23.136,326.2
Sat 30 Nov 2019 02:30,0.02,36.655,2.296,11.776,48.672,17.474,41.6,14.343,7.712,14.9,3.735,6.015,5.144,10.56,6.464,301.44,31.584,22.895,42.304,0.247,17.16,19.008,14.04,2.083,144.224,6.83,7.34,4.096,16.896,10.584,321.5
Sat 30 Nov 2019 03:00,0.022,36.44,2.288,11.744,48.416,17.418,41.423,11.846,8.608,14.7,3.864,6.335,4.936,9.952,7.103,182.2,39.376,22.791,41.056,10.736,17.304,18.976,13.152,2.107,143.776,6.83,7.34,4.044,17.76,10.592,300.8
Sat 30 Nov 2019 03:30,0.022,35.848,2.256,2.015,48.576,17.367,41.424,10.759,7.712,14.8,3.624,6.078,8.488,10.623,6.335,132.84,69.736,22.614,40.8,0.247,17.264,18.992,12.96,2.184,144.176,6.83,8.06,4.128,17.76,15.304,289.8
Sat 30 Nov 2019 04:00,0.02,36.48,2.264,1.28,48.352,17.329,41.232,12.639,9.312,14.8,3.328,5.887,16.016,10.687,6.848,0.66,65.88,22.616,40.448,0.247,17.224,18.96,12.612,2.84,143.744,6.82,7.38,4.104,17.664,16.96,285.4
Sat 30 Nov 2019 04:30,0.022,35.776,2.384,1.344,48.448,17.382,41.056,13.839,9.472,15.2,3.792,4.832,15.927,12.063,6.88,0.66,62.264,22.647,40.768,0.254,17.464,18.976,13.444,2.472,143.552,6.82,9.02,4.1,16.672,11.32,276.8
Sat 30 Nov 2019 05:00,0.022,36.2,2.32,1.28,48.256,17.887,39.568,14.144,6.08,14.7,5.791,4.32,15.903,10.464,6.335,0.66,34.296,22.696,41.792,11.079,12.088,18.952,13.736,2.403,120.688,6.83,7.22,4.08,16.544,23.528,283.2
Sat 30 Nov 2019 05:30,0.02,36.232,2.376,1.28,48.384,17.866,0.11,11.288,12,14.6,6.296,4.512,11.495,10.495,6.655,0.66,23.64,22.631,42.111,0.247,7.36,18.944,12.928,2.104,71.728,6.83,7.06,4.032,16.64,11.976,280.4
Sat 30 Nov 2019 06:00,0.022,35.727,2.264,1.12,48.288,17.894,0.11,9.447,7.391,14.9,6.648,4.255,5.256,10.016,6.912,0.66,24.32,22.671,42.303,0.247,7.352,18.992,13.028,17.572,55.56,6.82,7.04,4.028,16.704,26.848,288
Sat 30 Nov 2019 06:30,3.032,36.776,2.391,1.184,48.48,17.896,0.11,7.006,11.999,14.9,6.184,5.28,4.888,9.792,6.496,0.66,24.312,22.696,42.56,11.656,7.448,19.016,13.072,77.253,55.448,6.82,7.62,4.028,10.111,31.136,292.2
Sat 30 Nov 2019 07:00,23.408,34.327,2.208,2.304,49.567,17.913,0.175,7.055,5.664,14.8,6.367,4.224,5.04,10.144,6.72,0.64,23.664,22.671,42.368,0.247,7.448,19.016,14.896,75.91,7.68,6.83,82.74,4.06,9.312,46.464,294.6
Sat 30 Nov 2019 07:30,23.352,33.432,2.176,11.52,50.208,0.178,0.191,7.04,10.751,14.8,6.936,4.191,17.462,9.248,17.6,0.7,56.264,22.632,42.176,13.136,7.336,18.96,19.368,75.862,0.808,6.84,85.14,13.08,9.344,50.92,289.8
Sat 30 Nov 2019 08:00,23.38,34.784,2.2,1.216,51.04,0.014,0.175,7.04,10.272,15.3,7.352,4.448,26.807,10.72,52.992,0.64,81.088,22.672,42.719,6.807,7.328,19.072,21.776,76.028,0.816,6.83,84.42,31.2,9.44,58.376,302.3
Sat 30 Nov 2019 08:30,23.35,41.975,2.288,1.183,50.496,0.014,0.191,7.048,7.872,15,8.6,4.384,28.008,9.44,56.287,0.66,85.016,22.655,42.368,7.576,7.344,19.104,26.488,85.233,0.816,6.82,84.48,31.26,9.567,64.736,308.2
Sat 30 Nov 2019 09:00,23.358,67.32,2.272,1.28,48.704,0.014,0.175,7.023,11.52,15.4,7.616,13.472,27.904,9.982,56.352,0.64,91.92,22.943,41.856,17.319,7.384,19.08,26.84,81.963,0.816,6.81,89.18,31.368,9.631,59.64,315.5
Sat 30 Nov 2019 09:30,9.986,67.84,2.328,1.088,48.384,0.014,0.175,10.976,9.248,15.6,7.352,19.007,21.448,9.376,56.832,0.66,91.832,22.936,41.504,18.76,7.399,19.071,29.7,86.798,0.808,6.82,84.48,31.724,9.312,53.632,322.8
Sat 30 Nov 2019 10:00,0.022,67.2,2.32,1.151,48.448,0.014,0.191,7.056,13.695,15.9,6.736,19.136,15.984,8.832,57.151,0.64,65.32,22.88,40.704,0.543,7.415,19.088,29.436,83.141,0.808,6.82,85.2,31.748,9.12,40.584,333.1
Sat 30 Nov 2019 10:30,5.008,73.888,2.248,1.151,48.352,0.014,27.184,7.031,8.704,16,6.328,18.048,13.272,9.343,57.44,200.8,58.616,22.888,41.119,16.782,7.55,19.104,32.652,57.597,36.704,6.82,84.92,31.928,16.896,52.72,345.7
Sat 30 Nov 2019 11:00,23.344,73.76,2.264,1.022,48.608,0.014,37.952,7.048,12.192,16,6.656,18.88,16.815,7.712,57.696,301.66,32.152,22.92,41.568,14.999,7.44,19.207,30.476,54.675,53.432,6.82,85.06,32.128,17.887,56.776,355.3
Sat 30 Nov 2019 11:30,23.298,72.23,2.328,1.248,48.288,0.014,38,7.048,8.928,15.8,6.296,18.816,25.544,7.712,43.008,300.84,31.688,22.92,42.496,12.047,7.4,19.198,31.576,80.184,53.312,6.82,84.6,32.392,18.016,54.792,353.9
Sat 30 Nov 2019 12:00,23.304,72.831,2.368,1.088,48.544,0.014,37.728,7.048,13.856,15.8,6.071,18.944,28.232,8.864,29.472,300.8,47.68,22.824,42.112,2.44,7.383,19.183,32.216,78.298,53.352,6.82,84.84,32.524,17.759,43.552,348
Sat 30 Nov 2019 12:30,23.31,72.471,2.32,1.119,48.544,0.014,37.648,10.952,8.8,15.8,6.408,14.624,27.648,7.84,29.504,300.9,68.064,22.864,42.335,12.431,7.391,19.176,27.984,75.88,53.312,6.8,87.26,32.776,10.08,48.648,338.3
Sat 30 Nov 2019 13:00,16.318,72.96,2.192,1.312,48.448,0.014,37.696,7.064,12.896,15.6,6.12,4.416,20.424,6.304,8.896,301.56,64.072,22.848,42.112,3.936,7.416,19.207,27.216,77.406,53.504,6.8,84.84,33.192,9.184,46.264,340.3
Sat 30 Nov 2019 13:30,0.022,72.856,2.008,1.022,48.639,0.014,37.6,7.072,9.087,15.8,6.304,4.288,11.928,6.527,7.2,301.32,64.152,22.92,41.664,10.023,7.52,19.16,24.984,85.721,53.408,6.8,84.72,23.42,9.28,23.256,344.7
Sat 30 Nov 2019 14:00,0.022,72.552,2.16,1.087,48.448,0.014,6.591,7.024,12.255,15.8,6.192,4.352,15.96,6.4,7.488,301.08,43.856,22.856,42.143,12.568,7.766,19.112,25.188,8.968,53.384,6.79,84.28,6.808,0.575,13.56,348.4
Sat 30 Nov 2019 14:30,0.022,39.567,2.232,1.216,48.544,0.014,0.16,7.056,10.399,15.7,6.135,4.256,10.664,7.648,7.006,300.5,29.952,22.752,41.952,0.247,8.503,19.143,25.94,2.672,53.32,6.78,84.42,22.36,8.095,20.584,347.5
Sat 30 Nov 2019 15:00,0.022,39.367,2.256,1.151,48.512,0.014,0.175,7.015,8.287,15.6,5.784,4.384,5.088,7.424,6.879,300.8,29.344,22.784,42.048,12.127,7.584,19.024,27.392,2.41,53.472,6.77,84.68,32.3,8.992,24.72,345.7
Sat 30 Nov 2019 15:30,0.022,38.928,2.352,8,48.608,0.014,0.191,7.008,14.784,15.6,5.878,4.256,4.912,8.192,7.68,97.88,49.312,22.704,42.176,0.247,7.584,19.024,24.62,2.617,53.328,6.77,84.44,32.608,8.96,26.84,343.3
Sat 30 Nov 2019 16:00,0.022,39.232,2.336,11.615,48.671,0.014,0.175,7.08,7.392,15.7,6.952,4.352,4.832,8.672,7.168,0.64,69.408,22.736,42.303,10.848,7.592,19.158,25.98,2.41,53.496,6.76,84.9,32.788,8.96,25.056,343.1
Sat 30 Nov 2019 16:30,13.114,38.712,2.4,11.583,48.512,0.014,0.206,7.031,12.831,16.1,7.848,4.256,15.768,8.032,6.846,0.66,70.952,21.727,41.888,13.432,7.583,19.08,23.032,3.458,17.936,6.76,84.34,32.976,7.903,39.456,340.6
Sat 30 Nov 2019 17:00,23.328,39.048,2.432,11.551,48.671,0.014,0.16,7.023,7.392,15.7,9.151,4.576,16.12,10.432,6.976,0.66,60.128,21.52,41.728,0.247,7.639,19.064,25.52,2.57,0.808,6.76,84.7,14.696,7.744,51.936,341.1
Sat 30 Nov 2019 17:30,23.314,39.056,2.352,10.176,48.48,0.014,0.175,10.951,12.16,15.5,9.047,4.32,10.536,9.6,36.351,0.64,40.408,21.567,41.376,11.191,7.655,18.992,26.208,2.15,0.816,6.77,84.72,4.136,7.775,54.968,339.5
